"record_id","date","country","city","temperature_c","humidity_percent","precipitation_mm","air_quality_index","extreme_weather_events","climate_classification","climate_zone","biome_type","heat_index","wind_speed","wind_direction","season","population_exposure","economic_impact_estimate","infrastructure_vulnerability_score"
"aus_2140","2025-11-08","Australia","Perth","39.20","67.00","22.10",421,"None","Koeppen-D","Arid","Grassland","42.60","23.30","W","Autumn",4730393,"36250343.80","8.00"
"aus_2141","2025-11-09","Australia","Perth","-1.50","24.00","145.20",291,"None","Koeppen-A","Arid","Tundra","-0.30","37.00","S","Autumn",1801405,"53483964.76","2.00"
"aus_2142","2025-11-10","Australia","Perth","-2.00","64.00","6.10",45,"None","Koeppen-D","Arid","Grassland","1.20","32.10","SW","Autumn",2333116,"2304348.32","3.00"
"aus_2143","2025-11-11","Australia","Perth","-4.50","88.00","105.50",95,"None","Koeppen-B","Arid","Forest","-0.10","10.00","S","Autumn",5646080,"60702603.31","5.00"
"aus_2144","2025-11-12","Australia","Perth","12.20","63.00","153.90",398,"None","Koeppen-C","Arid","Grassland","15.30","23.20","N","Autumn",6532979,"22191480.10","7.00"
"aus_2145","2025-11-13","Australia","Perth","24.70","92.00","98.40",358,"None","Koeppen-C","Arid","Forest","29.30","19.20","N","Autumn",5278329,"87210695.25","5.00"
"aus_2146","2025-11-14","Australia","Perth","37.00","62.00","162.10",81,"None","Koeppen-A","Arid","Wetland","40.10","17.20","S","Autumn",1961873,"81054152.26","6.00"
"aus_2147","2025-11-15","Australia","Perth","4.20","93.00","124.40",17,"None","Koeppen-A","Arid","Tundra","8.90","8.30","NW","Autumn",3072159,"57598397.60","2.00"
"aus_2148","2025-11-16","Australia","Perth","24.80","89.00","76.40",266,"None","Koeppen-B","Arid","Wetland","29.20","17.90","SW","Autumn",955300,"51899298.22","2.00"
"aus_2149","2025-11-17","Australia","Perth","25.70","21.00","76.30",58,"Flood","Koeppen-B","Arid","Desert","26.80","20.00","SW","Autumn",5517979,"89589720.53","7.00"
"aus_215","2024-08-02","Australia","Sydney","26.60","43.00","103.50",62,"None","Koeppen-B","Arid","Tundra","28.80","29.10","N","Summer",2744398,"8643380.34","6.00"
"aus_2150","2025-11-18","Australia","Perth","9.80","58.00","142.60",443,"None","Koeppen-C","Arid","Tundra","12.70","38.10","S","Autumn",4577490,"79976630.33","9.00"
"aus_2151","2025-11-19","Australia","Perth","0.60","79.00","148.10",463,"None","Koeppen-C","Arid","Forest","4.50","36.10","W","Autumn",3949417,"47476325.15","9.00"
"aus_2152","2025-11-20","Australia","Perth","-8.00","90.00","88.90",406,"None","Koeppen-B","Arid","Forest","-3.50","12.80","NE","Autumn",6484031,"21827141.80","3.00"
"aus_2153","2025-11-21","Australia","Perth","17.30","23.00","86.70",61,"None","Koeppen-B","Arid","Wetland","18.40","13.10","SW","Autumn",8097097,"62368636.33","6.00"
"aus_2154","2025-11-22","Australia","Perth","22.70","31.00","95.50",369,"Drought","Koeppen-D","Arid","Grassland","24.20","20.90","E","Autumn",1339697,"91323032.19","5.00"
"aus_2155","2025-11-23","Australia","Perth","37.30","39.00","63.60",42,"Drought","Koeppen-C","Arid","Grassland","39.20","23.10","NE","Autumn",8853417,"45256782.53","8.00"
"aus_2156","2025-11-24","Australia","Perth","36.90","95.00","92.40",209,"Drought","Koeppen-A","Arid","Forest","41.60","4.40","SE","Autumn",1175495,"2492875.90","4.00"
"aus_2157","2025-11-25","Australia","Perth","35.50","42.00","130.60",205,"None","Koeppen-B","Arid","Tundra","37.60","24.20","W","Autumn",2566452,"76261276.13","5.00"
"aus_2158","2025-11-26","Australia","Perth","27.30","46.00","174.50",473,"None","Koeppen-D","Arid","Desert","29.60","25.00","SW","Autumn",1241411,"17371981.05","9.00"
"aus_2159","2025-11-27","Australia","Perth","5.10","14.00","103.80",255,"None","Koeppen-A","Arid","Forest","5.80","39.90","SE","Autumn",572252,"98329258.40","1.00"
"aus_216","2024-08-03","Australia","Sydney","3.50","49.00","9.00",480,"Heatwave","Koeppen-B","Arid","Wetland","6.00","27.30","W","Summer",7965194,"71207024.59","7.00"
"aus_2160","2025-11-28","Australia","Perth","9.90","69.00","54.60",441,"Heatwave","Koeppen-C","Arid","Wetland","13.40","25.80","SW","Autumn",1970122,"10937363.48","6.00"
"aus_2161","2025-11-29","Australia","Perth","27.10","37.00","73.80",118,"Hurricane","Koeppen-C","Arid","Forest","29.00","6.50","N","Autumn",7481516,"59063815.93","9.00"
"aus_2162","2025-11-30","Australia","Perth","-1.10","30.00","86.60",373,"Hurricane","Koeppen-D","Arid","Tundra","0.40","5.70","SE","Autumn",3181557,"76979183.34","9.00"
"aus_2163","2025-12-01","Australia","Perth","-1.90","18.00","30.40",239,"Hurricane","Koeppen-D","Arid","Wetland","-1.00","37.40","E","Winter",4788533,"24425174.67","6.00"
"aus_2164","2025-12-02","Australia","Perth","-8.50","85.00","193.20",342,"Hurricane","Koeppen-A","Arid","Tundra","-4.20","22.70","S","Winter",339666,"63827384.01","1.00"
"aus_2165","2025-12-03","Australia","Perth","-5.00","71.00","163.20",441,"None","Koeppen-B","Arid","Forest","-1.40","28.30","SE","Winter",1498061,"38264416.44","8.00"
"aus_2166","2025-12-04","Australia","Perth","-6.90","40.00","163.30",271,"Hurricane","Koeppen-D","Arid","Wetland","-4.90","8.50","E","Winter",9953851,"21318877.12","8.00"
"aus_2167","2025-12-05","Australia","Perth","43.50","22.00","114.60",87,"Drought","Koeppen-D","Arid","Grassland","44.60","26.00","W","Winter",4954523,"56519304.01","10.00"
"aus_2168","2025-12-06","Australia","Perth","25.50","96.00","52.40",393,"None","Koeppen-C","Arid","Forest","30.30","22.40","SW","Winter",3658279,"70262344.63","6.00"
"aus_2169","2025-12-07","Australia","Perth","11.10","57.00","117.50",133,"None","Koeppen-C","Arid","Forest","13.90","25.00","NE","Winter",3165490,"21729073.73","3.00"
"aus_217","2024-08-04","Australia","Sydney","18.00","61.00","99.10",330,"None","Koeppen-D","Arid","Desert","21.10","28.20","NE","Summer",2581701,"61630091.83","10.00"
"aus_2170","2025-12-08","Australia","Perth","27.90","44.00","117.40",149,"None","Koeppen-C","Arid","Desert","30.10","6.70","SW","Winter",3196634,"48937176.80","6.00"
"aus_2171","2025-12-09","Australia","Perth","40.00","66.00","158.50",371,"None","Koeppen-D","Arid","Desert","43.30","8.70","NE","Winter",9748660,"259636.72","6.00"
"aus_2172","2025-12-10","Australia","Perth","31.60","86.00","129.20",455,"None","Koeppen-C","Arid","Grassland","35.90","25.40","S","Winter",7624304,"77668125.02","6.00"
"aus_2173","2025-12-11","Australia","Perth","12.30","57.00","21.10",325,"None","Koeppen-D","Arid","Tundra","15.20","37.50","NW","Winter",3746485,"71309507.16","5.00"
"aus_2174","2025-12-12","Australia","Perth","13.20","95.00","31.00",452,"Heatwave","Koeppen-A","Arid","Wetland","17.90","23.70","SE","Winter",6758851,"20954943.78","3.00"
"aus_2175","2025-12-13","Australia","Perth","-4.40","89.00","80.60",496,"None","Koeppen-B","Arid","Forest","0.00","39.50","SE","Winter",2563235,"96788758.09","10.00"
"aus_2176","2025-12-14","Australia","Perth","20.50","87.00","190.80",73,"None","Koeppen-C","Arid","Grassland","24.90","13.00","SE","Winter",8230353,"51403215.94","4.00"
"aus_2177","2025-12-15","Australia","Perth","3.30","33.00","178.10",190,"None","Koeppen-D","Arid","Grassland","5.00","2.90","SE","Winter",3657273,"41524846.56","1.00"
"aus_2178","2025-12-16","Australia","Perth","-3.30","69.00","145.60",183,"None","Koeppen-C","Arid","Forest","0.20","10.60","S","Winter",5247248,"4047510.58","8.00"
"aus_2179","2025-12-17","Australia","Perth","14.60","93.00","114.90",272,"None","Koeppen-C","Arid","Desert","19.20","27.80","E","Winter",8531723,"58774070.34","3.00"
"aus_218","2024-08-05","Australia","Sydney","1.50","50.00","193.50",88,"None","Koeppen-B","Arid","Forest","4.00","7.70","SW","Summer",7412927,"29344797.84","4.00"
"aus_2180","2025-12-18","Australia","Perth","7.00","41.00","20.00",49,"Hurricane","Koeppen-A","Arid","Forest","9.10","0.80","W","Winter",6848050,"9665688.55","6.00"
"aus_2181","2025-12-19","Australia","Perth","28.10","35.00","99.50",349,"None","Koeppen-A","Arid","Desert","29.90","33.20","NW","Winter",433483,"80298153.49","3.00"
"aus_2182","2025-12-20","Australia","Perth","11.30","20.00","182.50",444,"Drought","Koeppen-B","Arid","Forest","12.30","32.40","N","Winter",3073961,"8063799.66","4.00"
"aus_2183","2025-12-21","Australia","Perth","8.60","97.00","60.60",117,"None","Koeppen-A","Arid","Desert","13.40","37.80","N","Winter",4711242,"33989289.91","8.00"
"aus_2184","2025-12-22","Australia","Perth","8.40","67.00","35.80",448,"None","Koeppen-A","Arid","Grassland","11.80","16.70","NW","Winter",8526133,"42563018.32","3.00"
"aus_2185","2025-12-23","Australia","Perth","19.00","76.00","6.70",365,"None","Koeppen-C","Arid","Grassland","22.80","5.10","NE","Winter",9727326,"34927343.50","4.00"
"aus_2186","2025-12-24","Australia","Perth","12.50","90.00","4.10",208,"None","Koeppen-A","Arid","Tundra","17.00","8.70","NW","Winter",8199220,"30001152.34","7.00"
"aus_2187","2025-12-25","Australia","Perth","-9.60","73.00","23.70",386,"None","Koeppen-A","Arid","Wetland","-5.90","28.90","SE","Winter",8266886,"84356769.71","3.00"
"aus_2188","2025-12-26","Australia","Perth","3.80","73.00","81.00",148,"None","Koeppen-A","Arid","Grassland","7.50","12.00","N","Winter",7694560,"72717500.15","9.00"
"aus_2189","2025-12-27","Australia","Perth","23.80","72.00","153.50",43,"Flood","Koeppen-C","Arid","Wetland","27.40","37.60","E","Winter",5756336,"46577348.52","4.00"
"aus_219","2024-08-06","Australia","Sydney","-1.10","87.00","173.20",459,"Flood","Koeppen-A","Arid","Grassland","3.30","24.30","E","Summer",1596884,"40132968.92","7.00"
"aus_2190","2025-12-28","Australia","Perth","10.50","45.00","128.80",374,"None","Koeppen-D","Arid","Wetland","12.80","11.20","W","Winter",595722,"12347425.85","5.00"
"aus_2191","2025-12-29","Australia","Perth","-0.20","63.00","36.40",54,"None","Koeppen-B","Arid","Forest","3.00","11.50","SW","Winter",8145110,"8301246.26","8.00"
"aus_2192","2025-12-30","Australia","Perth","10.90","87.00","138.00",393,"None","Koeppen-A","Arid","Wetland","15.20","24.50","NE","Winter",7515570,"57604482.06","10.00"
"aus_2193","2025-12-31","Australia","Perth","27.60","45.00","32.40",412,"None","Koeppen-C","Arid","Wetland","29.90","9.60","SE","Winter",8781182,"90900182.71","2.00"
"aus_22","2024-01-22","Australia","Sydney","31.60","36.00","160.00",165,"None","Koeppen-B","Arid","Forest","33.40","13.50","N","Winter",3337632,"22177600.83","1.00"
"aus_220","2024-08-07","Australia","Sydney","11.50","37.00","45.80",210,"Heatwave","Koeppen-C","Arid","Wetland","13.30","37.70","S","Summer",5086985,"53631954.91","1.00"
"aus_221","2024-08-08","Australia","Sydney","20.00","56.00","155.60",102,"None","Koeppen-C","Arid","Grassland","22.80","28.20","W","Summer",310297,"25254338.46","5.00"
"aus_222","2024-08-09","Australia","Sydney","8.80","62.00","98.80",240,"None","Koeppen-B","Arid","Desert","11.90","38.30","E","Summer",6289661,"67273213.41","7.00"
"aus_223","2024-08-10","Australia","Sydney","14.60","14.00","26.60",75,"None","Koeppen-C","Arid","Desert","15.30","12.30","SE","Summer",5954235,"95149546.27","5.00"
"aus_224","2024-08-11","Australia","Sydney","13.60","100.00","178.40",29,"Drought","Koeppen-C","Arid","Tundra","18.60","37.30","W","Summer",5472047,"55328544.29","3.00"
"aus_225","2024-08-12","Australia","Sydney","28.30","94.00","61.10",204,"None","Koeppen-B","Arid","Tundra","33.00","21.20","SE","Summer",4027295,"59013543.91","3.00"
"aus_226","2024-08-13","Australia","Sydney","22.70","87.00","58.60",134,"None","Koeppen-D","Arid","Wetland","27.10","3.90","S","Summer",5765959,"10108145.86","3.00"
"aus_227","2024-08-14","Australia","Sydney","27.70","17.00","140.10",165,"Heatwave","Koeppen-C","Arid","Desert","28.60","19.50","E","Summer",4968643,"60717902.32","7.00"
"aus_228","2024-08-15","Australia","Sydney","-1.40","47.00","69.60",88,"Flood","Koeppen-A","Arid","Forest","1.00","8.10","NE","Summer",951496,"72201656.78","3.00"
"aus_229","2024-08-16","Australia","Sydney","10.80","40.00","185.90",468,"None","Koeppen-D","Arid","Wetland","12.80","3.90","E","Summer",1034396,"27429148.35","1.00"
"aus_23","2024-01-23","Australia","Sydney","31.90","16.00","107.70",100,"None","Koeppen-D","Arid","Tundra","32.70","18.80","E","Winter",9084583,"7763125.28","10.00"
"aus_230","2024-08-17","Australia","Sydney","19.30","10.00","198.10",424,"None","Koeppen-A","Arid","Desert","19.80","30.20","E","Summer",9682883,"51877657.51","2.00"
"aus_231","2024-08-18","Australia","Sydney","25.10","11.00","182.20",387,"None","Koeppen-A","Arid","Wetland","25.70","13.80","W","Summer",456831,"62991684.89","8.00"
"aus_232","2024-08-19","Australia","Sydney","44.70","28.00","145.50",113,"Flood","Koeppen-C","Arid","Forest","46.10","21.00","NE","Summer",7207651,"51448665.83","1.00"
"aus_233","2024-08-20","Australia","Sydney","-2.10","78.00","48.70",430,"Flood","Koeppen-A","Arid","Forest","1.80","19.60","SE","Summer",9365153,"92941442.51","4.00"
"aus_234","2024-08-21","Australia","Sydney","12.80","88.00","19.80",338,"Heatwave","Koeppen-D","Arid","Forest","17.20","29.40","N","Summer",5323572,"56083937.70","10.00"
"aus_235","2024-08-22","Australia","Sydney","18.40","31.00","146.20",368,"None","Koeppen-C","Arid","Desert","19.90","7.40","S","Summer",9933058,"48213030.37","7.00"
"aus_236","2024-08-23","Australia","Sydney","28.90","59.00","32.10",161,"None","Koeppen-C","Arid","Tundra","31.80","26.00","NE","Summer",2697054,"52436935.01","2.00"
"aus_237","2024-08-24","Australia","Sydney","-3.10","54.00","30.10",245,"None","Koeppen-A","Arid","Forest","-0.40","20.80","N","Summer",8777091,"49636111.91","8.00"
"aus_238","2024-08-25","Australia","Sydney","41.00","90.00","73.90",51,"None","Koeppen-B","Arid","Wetland","45.50","1.10","E","Summer",2947413,"38884194.75","9.00"
"aus_239","2024-08-26","Australia","Sydney","30.30","70.00","192.30",434,"None","Koeppen-D","Arid","Desert","33.80","14.60","SE","Summer",6489479,"88974239.05","2.00"
"aus_24","2024-01-24","Australia","Sydney","27.30","16.00","41.80",488,"Drought","Koeppen-B","Arid","Grassland","28.10","4.90","W","Winter",5845686,"18106377.52","9.00"
"aus_240","2024-08-27","Australia","Sydney","1.30","95.00","146.20",117,"None","Koeppen-A","Arid","Forest","6.00","0.80","W","Summer",4606645,"65188545.21","7.00"
"aus_241","2024-08-28","Australia","Sydney","41.40","19.00","147.60",404,"None","Koeppen-A","Arid","Wetland","42.40","31.20","SE","Summer",9923330,"65055277.71","9.00"
"aus_242","2024-08-29","Australia","Sydney","-6.00","94.00","176.70",467,"None","Koeppen-A","Arid","Grassland","-1.30","0.40","S","Summer",2970402,"98617868.87","7.00"
"aus_243","2024-08-30","Australia","Sydney","40.20","69.00","167.10",303,"None","Koeppen-B","Arid","Tundra","43.70","7.80","N","Summer",7623928,"25421987.07","1.00"
"aus_244","2024-08-31","Australia","Sydney","4.00","83.00","80.60",141,"None","Koeppen-D","Arid","Forest","8.20","9.60","SW","Summer",476609,"82941898.95","3.00"
"aus_245","2024-09-01","Australia","Sydney","29.10","88.00","174.00",176,"Heatwave","Koeppen-C","Arid","Forest","33.50","2.90","S","Autumn",8572719,"83414921.99","7.00"
"aus_246","2024-09-02","Australia","Sydney","3.10","40.00","12.70",484,"None","Koeppen-D","Arid","Forest","5.10","35.70","E","Autumn",7137027,"3701092.73","10.00"
"aus_247","2024-09-03","Australia","Sydney","42.50","37.00","32.30",428,"None","Koeppen-A","Arid","Desert","44.40","28.00","W","Autumn",3032186,"29975302.42","6.00"
"aus_248","2024-09-04","Australia","Sydney","43.00","70.00","172.20",342,"None","Koeppen-A","Arid","Wetland","46.50","39.20","SW","Autumn",2942545,"69720748.67","9.00"
"aus_249","2024-09-05","Australia","Sydney","44.30","90.00","25.40",224,"None","Koeppen-B","Arid","Tundra","48.80","20.80","NE","Autumn",151013,"63699388.79","2.00"
"aus_25","2024-01-25","Australia","Sydney","-8.50","45.00","4.60",194,"None","Koeppen-B","Arid","Wetland","-6.20","24.90","SE","Winter",5122438,"58152703.33","3.00"
"aus_250","2024-09-06","Australia","Sydney","-9.80","47.00","96.20",348,"None","Koeppen-A","Arid","Wetland","-7.50","10.20","SW","Autumn",1341841,"35343681.98","1.00"
"aus_251","2024-09-07","Australia","Sydney","9.90","49.00","6.70",203,"None","Koeppen-C","Arid","Wetland","12.40","4.60","W","Autumn",4700689,"63962397.56","10.00"
"aus_252","2024-09-08","Australia","Sydney","16.90","42.00","79.40",43,"None","Koeppen-D","Arid","Wetland","19.00","27.40","NE","Autumn",4542643,"25983692.58","2.00"
"aus_253","2024-09-09","Australia","Sydney","11.90","72.00","41.10",219,"None","Koeppen-A","Arid","Forest","15.50","6.80","E","Autumn",8735612,"24852752.30","9.00"
"aus_254","2024-09-10","Australia","Sydney","42.80","75.00","118.70",497,"None","Koeppen-D","Arid","Grassland","46.50","11.80","SE","Autumn",7277092,"97119258.47","9.00"
"aus_255","2024-09-11","Australia","Sydney","6.40","53.00","69.10",363,"None","Koeppen-D","Arid","Grassland","9.10","2.90","SW","Autumn",5555248,"33724813.11","3.00"
"aus_256","2024-09-12","Australia","Sydney","14.30","85.00","9.60",140,"None","Koeppen-B","Arid","Tundra","18.60","33.90","NE","Autumn",4820553,"75785349.08","9.00"
"aus_257","2024-09-13","Australia","Sydney","4.30","10.00","180.50",443,"None","Koeppen-B","Arid","Wetland","4.80","26.60","SE","Autumn",2102229,"15894660.58","3.00"
"aus_258","2024-09-14","Australia","Sydney","17.80","13.00","46.60",489,"Drought","Koeppen-A","Arid","Tundra","18.40","30.30","SW","Autumn",9530766,"75510284.74","7.00"
"aus_259","2024-09-15","Australia","Sydney","13.50","49.00","79.00",137,"Flood","Koeppen-D","Arid","Wetland","15.90","24.20","SW","Autumn",7372903,"11557219.33","9.00"
"aus_26","2024-01-26","Australia","Sydney","14.20","38.00","62.70",228,"None","Koeppen-C","Arid","Forest","16.10","36.40","S","Winter",7592731,"43580779.93","9.00"
"aus_260","2024-09-16","Australia","Sydney","24.50","69.00","146.10",258,"None","Koeppen-D","Arid","Desert","27.90","27.60","N","Autumn",3134325,"63203709.85","2.00"
"aus_261","2024-09-17","Australia","Sydney","33.10","94.00","179.10",256,"None","Koeppen-A","Arid","Forest","37.80","24.70","S","Autumn",6681538,"48710737.00","4.00"
"aus_262","2024-09-18","Australia","Sydney","-8.70","75.00","33.30",352,"Flood","Koeppen-C","Arid","Tundra","-4.90","4.00","SW","Autumn",3782628,"67389328.19","4.00"
"aus_263","2024-09-19","Australia","Sydney","0.10","85.00","79.20",494,"None","Koeppen-D","Arid","Desert","4.30","39.60","W","Autumn",9081845,"96091058.24","3.00"
"aus_264","2024-09-20","Australia","Sydney","9.70","35.00","79.80",121,"None","Koeppen-A","Arid","Wetland","11.40","29.70","NE","Autumn",9630694,"96992154.73","7.00"
"aus_265","2024-09-21","Australia","Sydney","4.20","17.00","195.90",463,"None","Koeppen-B","Arid","Wetland","5.10","37.80","SW","Autumn",8108680,"76667560.37","8.00"
"aus_266","2024-09-22","Australia","Sydney","-5.80","74.00","1.90",220,"None","Koeppen-A","Arid","Grassland","-2.10","20.10","NW","Autumn",8298711,"33359071.65","10.00"
"aus_267","2024-09-23","Australia","Sydney","43.20","43.00","91.50",267,"None","Koeppen-C","Arid","Grassland","45.40","25.00","N","Autumn",9566495,"41867379.64","2.00"
"aus_268","2024-09-24","Australia","Sydney","2.80","39.00","66.00",353,"Flood","Koeppen-A","Arid","Wetland","4.80","37.00","N","Autumn",7091581,"11612590.36","4.00"
"aus_269","2024-09-25","Australia","Sydney","-2.20","66.00","162.40",32,"None","Koeppen-A","Arid","Wetland","1.10","1.30","SW","Autumn",173624,"35898887.03","6.00"
"aus_27","2024-01-27","Australia","Sydney","-1.20","23.00","33.40",90,"Heatwave","Koeppen-A","Arid","Grassland","0.00","35.10","N","Winter",9140202,"13235483.14","8.00"
"aus_270","2024-09-26","Australia","Sydney","-8.70","96.00","81.60",33,"None","Koeppen-C","Arid","Tundra","-3.90","36.70","SW","Autumn",4488033,"21671330.01","1.00"
"aus_271","2024-09-27","Australia","Sydney","3.30","12.00","110.30",163,"Hurricane","Koeppen-D","Arid","Desert","3.90","25.80","NW","Autumn",2821899,"45808138.40","7.00"
"aus_272","2024-09-28","Australia","Sydney","13.00","33.00","126.80",421,"None","Koeppen-A","Arid","Desert","14.70","29.00","NE","Autumn",6928308,"33619182.78","3.00"
"aus_273","2024-09-29","Australia","Sydney","30.60","45.00","118.90",188,"None","Koeppen-A","Arid","Desert","32.90","0.60","SW","Autumn",4613234,"85434229.85","5.00"
"aus_274","2024-09-30","Australia","Sydney","7.20","18.00","101.00",384,"None","Koeppen-C","Arid","Grassland","8.10","19.30","SE","Autumn",154763,"10399161.76","8.00"
"aus_275","2024-10-01","Australia","Sydney","38.70","20.00","4.10",128,"None","Koeppen-C","Arid","Tundra","39.70","18.80","SE","Autumn",3339087,"63592167.83","9.00"
"aus_276","2024-10-02","Australia","Sydney","6.90","25.00","16.20",242,"None","Koeppen-C","Arid","Desert","8.20","19.80","NW","Autumn",8644901,"44112495.00","6.00"
"aus_277","2024-10-03","Australia","Sydney","2.80","83.00","37.60",287,"None","Koeppen-D","Arid","Grassland","7.00","1.70","E","Autumn",8559589,"85841313.10","1.00"
"aus_278","2024-10-04","Australia","Sydney","1.10","86.00","19.10",315,"Flood","Koeppen-C","Arid","Wetland","5.40","24.20","SE","Autumn",4869978,"38491331.23","1.00"
"aus_279","2024-10-05","Australia","Sydney","40.90","34.00","57.60",155,"None","Koeppen-C","Arid","Grassland","42.60","5.10","W","Autumn",8698673,"39355995.74","1.00"
"aus_28","2024-01-28","Australia","Sydney","44.30","23.00","187.30",318,"None","Koeppen-A","Arid","Wetland","45.40","32.40","N","Winter",1364595,"25344068.29","10.00"
"aus_280","2024-10-06","Australia","Sydney","12.70","24.00","20.70",465,"None","Koeppen-B","Arid","Forest","13.90","32.50","E","Autumn",4555163,"64502869.58","2.00"
"aus_281","2024-10-07","Australia","Sydney","14.60","74.00","21.10",499,"None","Koeppen-D","Arid","Grassland","18.30","24.20","NW","Autumn",4261904,"55725881.67","8.00"
"aus_282","2024-10-08","Australia","Sydney","5.50","62.00","42.50",100,"None","Koeppen-B","Arid","Forest","8.60","33.20","NE","Autumn",4289006,"61786740.51","7.00"
"aus_283","2024-10-09","Australia","Sydney","20.30","57.00","46.80",156,"None","Koeppen-A","Arid","Tundra","23.20","35.30","S","Autumn",6823903,"48485790.28","10.00"
"aus_284","2024-10-10","Australia","Sydney","26.70","94.00","79.90",143,"Heatwave","Koeppen-A","Arid","Tundra","31.40","34.30","NW","Autumn",3474630,"80081648.91","10.00"
"aus_285","2024-10-11","Australia","Sydney","45.00","77.00","100.90",443,"None","Koeppen-C","Arid","Wetland","48.90","13.50","SE","Autumn",8694573,"78527876.22","5.00"
"aus_286","2024-10-12","Australia","Sydney","16.30","87.00","166.20",457,"None","Koeppen-D","Arid","Grassland","20.70","3.70","SW","Autumn",8400651,"45383854.30","10.00"
"aus_287","2024-10-13","Australia","Sydney","7.70","16.00","76.80",99,"Drought","Koeppen-D","Arid","Forest","8.50","30.60","E","Autumn",8500365,"36340874.14","5.00"
"aus_288","2024-10-14","Australia","Sydney","-2.60","63.00","180.90",362,"None","Koeppen-A","Arid","Desert","0.60","6.00","NW","Autumn",8301375,"28620178.25","8.00"
"aus_289","2024-10-15","Australia","Sydney","25.80","68.00","89.30",305,"None","Koeppen-C","Arid","Desert","29.20","27.60","SE","Autumn",2793372,"44180104.13","5.00"
"aus_29","2024-01-29","Australia","Sydney","43.50","77.00","173.30",268,"None","Koeppen-D","Arid","Forest","47.40","31.10","SW","Winter",8211695,"60161919.19","2.00"
"aus_290","2024-10-16","Australia","Sydney","38.40","39.00","107.40",125,"Heatwave","Koeppen-C","Arid","Wetland","40.40","14.70","N","Autumn",410417,"61321223.12","8.00"
"aus_291","2024-10-17","Australia","Sydney","16.10","16.00","35.10",269,"None","Koeppen-C","Arid","Forest","16.90","11.00","E","Autumn",6240736,"7976925.93","3.00"
"aus_292","2024-10-18","Australia","Sydney","-0.70","66.00","77.10",405,"None","Koeppen-A","Arid","Wetland","2.60","9.90","W","Autumn",7300033,"79294395.49","7.00"
"aus_293","2024-10-19","Australia","Sydney","5.00","83.00","153.00",426,"None","Koeppen-A","Arid","Wetland","9.20","31.60","S","Autumn",890649,"19839876.61","10.00"
"aus_294","2024-10-20","Australia","Sydney","7.60","69.00","152.40",406,"None","Koeppen-A","Arid","Tundra","11.10","8.50","SW","Autumn",4926329,"82682481.46","1.00"
"aus_295","2024-10-21","Australia","Sydney","13.30","92.00","16.50",127,"None","Koeppen-B","Arid","Wetland","17.90","11.60","W","Autumn",2379558,"93854904.56","4.00"
"aus_296","2024-10-22","Australia","Sydney","22.10","26.00","127.70",416,"None","Koeppen-D","Arid","Tundra","23.40","6.10","NW","Autumn",9516587,"37657755.13","3.00"
"aus_297","2024-10-23","Australia","Sydney","37.50","90.00","88.30",184,"None","Koeppen-C","Arid","Wetland","42.00","22.50","E","Autumn",1535160,"94530020.17","9.00"
"aus_298","2024-10-24","Australia","Sydney","20.70","80.00","22.50",234,"None","Koeppen-A","Arid","Tundra","24.70","12.50","NE","Autumn",564983,"44309954.39","3.00"
"aus_299","2024-10-25","Australia","Sydney","0.60","59.00","174.90",336,"Drought","Koeppen-B","Arid","Grassland","3.60","12.30","W","Autumn",296876,"63046276.15","7.00"
"aus_3","2024-01-03","Australia","Sydney","35.80","86.00","35.40",428,"None","Koeppen-C","Arid","Grassland","40.10","6.80","NE","Winter",8331073,"59893962.85","10.00"
"aus_30","2024-01-30","Australia","Sydney","14.20","42.00","111.70",466,"None","Koeppen-A","Arid","Desert","16.30","37.00","SE","Winter",9719833,"69354995.10","7.00"
"aus_300","2024-10-26","Australia","Sydney","-2.20","91.00","86.20",164,"Heatwave","Koeppen-C","Arid","Wetland","2.30","36.20","E","Autumn",8542714,"28347414.76","2.00"
"aus_301","2024-10-27","Australia","Sydney","30.90","48.00","120.80",29,"None","Koeppen-B","Arid","Forest","33.30","18.20","SE","Autumn",1440923,"25603558.46","3.00"
"aus_302","2024-10-28","Australia","Sydney","40.40","98.00","185.00",483,"None","Koeppen-D","Arid","Desert","45.30","32.60","NE","Autumn",860694,"42599725.40","9.00"
"aus_303","2024-10-29","Australia","Sydney","-8.20","88.00","117.60",310,"Heatwave","Koeppen-B","Arid","Tundra","-3.80","2.20","NW","Autumn",3494482,"83276182.68","5.00"
"aus_304","2024-10-30","Australia","Sydney","24.90","62.00","68.70",106,"None","Koeppen-C","Arid","Tundra","28.00","26.80","NW","Autumn",2221343,"87157310.43","5.00"
"aus_305","2024-10-31","Australia","Sydney","-2.50","92.00","50.40",40,"None","Koeppen-D","Arid","Tundra","2.10","28.30","E","Autumn",1852046,"56423804.46","10.00"
"aus_306","2024-11-01","Australia","Sydney","37.50","62.00","7.90",282,"None","Koeppen-D","Arid","Tundra","40.60","37.70","E","Autumn",8841166,"42394441.98","5.00"
"aus_307","2024-11-02","Australia","Sydney","3.50","54.00","90.50",62,"None","Koeppen-A","Arid","Desert","6.20","19.10","N","Autumn",8970052,"18188764.58","5.00"
"aus_308","2024-11-03","Australia","Sydney","21.00","21.00","21.10",390,"None","Koeppen-B","Arid","Grassland","22.10","20.80","NE","Autumn",2859946,"34805619.07","7.00"
